"","NKR.OL.Open","NKR.OL.High","NKR.OL.Low","NKR.OL.Close","NKR.OL.Volume","NKR.OL.Adjusted"
"1030",4.36,4.37,4.13,4.2,27147,1.779251
"1031",4.2,4.29,4.18,4.22,77253,1.787723
"1032",4.13,4.23,4.12,4.23,11052,1.79196
"1033",4.12,4.22,4,4.2,55403,1.779251
"1034",3.9,4.2,3.9,4.2,20980,1.779251
"1035",4.19,4.2,4.19,4.2,2000,1.779251
"1036",4.2,4.2,4.2,4.2,0,1.779251
"1037",4.2,4.2,4.2,4.2,0,1.779251
"1038",4.2,4.2,4.2,4.2,0,1.779251
"1039",3.99,4.2,3.99,4.1,32100,1.736888
"1040",3.99,4,3.99,4,4000,1.694525
"1041",4.2,4.2,4,4,10500,1.694525
"1042",3.9,3.9,3.9,3.9,1000,1.652161
"1043",4.35,4.35,4.1,4.1,700,1.736888
"1044",4.25,4.25,3.8,4.1,17450,1.736888
"1045",4.1,4.1,4.1,4.1,0,1.736888
"1046",3.79,3.79,3.64,3.69,57802,1.563199
"1047",3.85,3.98,3.5,3.84,40329,1.626744
"1048",3.6,3.89,3.6,3.79,8352,1.605562
"1049",3.74,3.74,3.5,3.5,82463,1.482709
"1050",3.7,3.7,3.49,3.57,56128,1.512363
"1051",3.49,3.49,3.48,3.48,4527,1.474236
"1052",3.48,3.51,3.4,3.45,132326,1.461527
"1053",3.45,3.45,3.35,3.44,55000,1.457291
"1054",3.44,3.44,3.44,3.44,0,1.457291
"1055",3.4,3.4,3,3.28,100174,1.38951
"1056",3.35,3.35,3,3.1,148247,1.313257
"1057",3.32,3.32,3.15,3.15,55750,1.334438
"1058",3.09,3.1,2.97,3.1,64410,1.313257
"1059",3,3.08,2.93,2.99,110587,1.266657
"1060",2.93,3,2.73,2.87,240905,1.215821
"1061",2.95,3,2.62,2.79,791439,1.181931
"1062",2.71,2.71,2.45,2.5,375924,1.059078
"1063",2.56,2.6,2.4,2.45,186136,1.037896
"1064",2.5,2.5,2.39,2.45,79611,1.037896
"1065",2.67,2.75,2.34,2.37,646503,1.004006
"1066",2.51,2.51,2.35,2.35,421967,0.995533
"1067",2.6,2.64,2.31,2.32,201423,0.982824
"1068",2.33,2.45,2.24,2.32,391167,0.982824
"1069",2.3,2.4,2.1,2.3,72228,0.974352
"1070",2.4,2.4,2.25,2.33,39365,0.98706
"1071",2.26,2.35,2.26,2.35,41282,0.995533
"1072",2.35,2.7,2.35,2.46,164677,1.042133
"1073",2.64,2.64,2.55,2.6,42791,1.101441
"1074",2.7,2.84,2.55,2.68,164651,1.135332
"1075",2.56,2.68,2.55,2.66,35707,1.126859
"1076",2.65,2.98,2.65,2.78,411438,1.177695
"1077",2.75,2.9,2.75,2.79,205831,1.181931
"1078",2.55,2.7,2.55,2.7,21801,1.143804
"1079",2.62,2.74,2.62,2.74,14000,1.160749
"1080",2.53,2.74,2.53,2.74,9300,1.160749
"1081",2.6,2.74,2.59,2.74,2537,1.160749
"1082",2.8,2.88,2.55,2.88,7974,1.220058
"1083",2.87,2.87,2.87,2.87,1200,1.215821
"1084",2.8,2.8,2.8,2.8,1730,1.186167
"1085",2.84,2.84,2.6,2.61,119770,1.105677
"1086",2.7,2.7,2.35,2.59,61316,1.097205
"1087",2.7,2.73,2.37,2.5,27588,1.059078
"1088",2.45,2.5,2.3,2.49,26600,1.054842
"1089",2.55,2.55,2.55,2.55,200,1.080259
"1090",2.4,2.59,2.35,2.59,25500,1.097205
"1091",2.45,2.54,2.4,2.54,18802,1.076023
"1092",2.75,2.75,2.75,2.75,10,1.164986
"1093",2.4,2.73,2.4,2.69,16500,1.139568
"1094",2.69,2.69,2.69,2.69,0,1.139568
"1095",2.69,2.69,2.69,2.69,290,1.139568
"1096",2.74,2.74,2.4,2.43,29812,1.029424
"1097",2.7,2.7,2.45,2.59,15227,1.097205
"1098",2.4,2.58,2.4,2.58,4331,1.092968
"1099",2.58,2.58,2.58,2.58,0,1.092968
"1100",2.58,2.58,2.58,2.58,0,1.092968
"1101",2.69,2.7,2.5,2.55,13745,1.080259
"1102",2.49,2.68,2.4,2.68,7845,1.135332
"1103",2.55,2.55,2.5,2.5,5700,1.059078
"1104",2.6,2.69,2.5,2.5,115076,1.059078
"1105",2.57,2.57,2.3,2.57,39643,1.088732
"1106",2.5,2.5,2.5,2.5,15400,1.059078
"1107",2.5,2.5,2.5,2.5,5000,1.059078
"1108",2.5,2.5,2.21,2.26,116166,0.957406
"1109",2.26,2.5,2.24,2.26,210283,0.957406
"1110",2.35,2.35,2.23,2.23,11200,0.944697
"1111",2.3,2.3,2.24,2.26,26000,0.957406
"1112",2.26,2.26,2.2,2.2,2000,0.931989
"1113",2.2,2.2,2.15,2.2,104788,0.931989
"1114",2.16,2.3,2.16,2.3,57428,0.974352
"1115",2.2,2.29,2,2.29,35197,0.970115
"1116",2.03,2.28,2.03,2.27,3491,0.961643
"1117",2.27,2.27,2.15,2.26,9473,0.957406
"1118",2.15,2.15,2.15,2.15,1500,0.910807
"1119",2.26,2.27,2.26,2.27,2000,0.961643
"1120",2.2,2.5,2.15,2.5,86747,1.059078
"1121",2.49,2.75,2.49,2.58,223929,1.092968
"1122",2.7,2.7,2.5,2.5,74065,1.059078
"1123",2.5,2.7,2.5,2.55,27708,1.080259
"1124",2.51,2.51,2.45,2.5,89927,1.059078
"1125",2.5,2.67,2.5,2.67,33584,1.131095
"1126",2.65,2.67,2.39,2.59,56252,1.097205
"1127",2.45,2.55,2.45,2.46,51932,1.042133
"1128",2.65,2.7,2.65,2.68,17200,1.135332
"1129",2.51,2.8,2.45,2.8,212550,1.186167
"1130",2.8,3.29,2.8,3.13,203635,1.325966
"1131",3.12,3.2,2.7,2.84,151563,1.203112
"1132",2.97,3.24,2.97,3,242233,1.270893
"1133",3.16,3.25,3.16,3.19,39817,1.351383
"1134",3.3,3.3,3.1,3.16,106012,1.338674
"1135",3.2,3.2,3.2,3.2,1000,1.35562
"1136",3.19,3.19,3,3.1,7000,1.313257
"1137",3,3.2,2.95,3.15,27845,1.334438
"1138",3.15,3.15,3.15,3.15,0,1.334438
"1139",3.01,3.01,2.99,2.99,37399,1.266657
"1140",2.99,2.99,2.6,2.7,320978,1.143804
"1141",2.7,2.7,2.7,2.7,8000,1.143804
"1142",2.64,2.7,2.64,2.7,25000,1.143804
"1143",2.7,2.85,2.7,2.7,19000,1.143804
"1144",2.68,2.7,2.53,2.53,7523,1.071787
"1145",2.68,2.89,2.6,2.8,84601,1.186167
"1146",2.8,2.99,2.8,2.97,57158,1.258184
"1147",2.96,2.97,2.96,2.97,6000,1.258184
"1148",2.97,2.99,2.9,2.9,15000,1.22853
"1149",2.9,3.1,2.83,3.1,64305,1.313257
"1150",2.84,3.02,2.8,2.91,50714,1.232767
"1151",2.9,2.9,2.9,2.9,35482,1.22853
"1152",2.79,2.92,2.79,2.92,400,1.237003
"1153",2.92,2.92,2.8,2.89,7131,1.224294
"1154",2.95,3.25,2.95,3.17,336406,1.342911
"1155",3.17,3.3,2.98,3.3,383710,1.397983
"1156",3.3,3.85,3.3,3.55,258814,1.503891
"1157",3.6,3.6,3.3,3.33,42591,1.410692
"1158",3.4,3.69,3.3,3.64,45500,1.542017
"1159",3.6,3.7,3.32,3.5,140726,1.482709
"1160",3.49,3.67,3.4,3.66,29342,1.55049
"1161",3.53,3.6,3.5,3.5,19803,1.482709
"1162",3.31,3.6,3.3,3.5,91657,1.482709
"1163",3.42,3.55,3.35,3.55,48533,1.503891
"1164",3.55,3.55,3.55,3.55,0,1.503891
"1165",3.42,3.54,3.4,3.49,115929,1.478473
"1166",3.6,3.6,3.4,3.4,179939,1.440346
"1167",3.3,3.3,3.3,3.3,41696,1.397983
"1168",3.37,3.37,3.18,3.36,5500,1.423401
"1169",3.36,3.36,3.27,3.3,18150,1.397983
"1170",3.24,3.3,3.24,3.3,33055,1.397983
"1171",3.3,3.3,3.18,3.29,32227,1.393746
"1172",3.27,3.27,3.27,3.27,1000,1.385274
"1173",3.13,3.21,3.1,3.1,39403,1.313257
"1174",3.23,3.23,3.12,3.12,33189,1.321729
"1175",3.2,3.2,3.1,3.2,33003,1.35562
"1176",3.1,3.1,3.09,3.09,908,1.30902
"1177",3.12,3.12,3.09,3.09,55824,1.30902
"1178",3.19,3.19,3.1,3.18,23155,1.347147
"1179",3.07,3.1,3.02,3.05,26554,1.292075
"1180",3.05,3.05,3.05,3.05,14632,1.292075
"1181",3.05,3.08,3.05,3.08,1631,1.304784
"1182",3.18,3.4,3.18,3.4,143573,1.440346
"1183",3.4,3.5,3.4,3.5,59298,1.482709
"1184",3.67,3.67,3.5,3.5,62680,1.482709
"1185",3.61,3.61,3.48,3.48,11628,1.474236
"1186",3.39,3.4,3.39,3.4,6032,1.440346
"1187",3.35,3.42,3.25,3.25,54730,1.376801
"1188",3.3,3.31,3.2,3.3,52897,1.397983
"1189",3.29,3.65,3.29,3.6,123201,1.525072
"1190",3.36,3.36,3.26,3.26,77021,1.381037
"1191",3.35,3.4,3.35,3.4,55000,1.440346
"1192",5.35,5.46,5.34,5.4,3902404,2.287608
"1193",5.37,5.39,5.36,5.37,331898,2.274899
"1194",5.37,5.37,5.33,5.33,334976,2.257954
"1195",5.31,5.35,5.31,5.35,88518,2.266427
"1196",5.3,5.34,5.28,5.34,148331,2.26219
"1197",5.3,5.3,5.29,5.3,60959,2.245245
"1198",5.3,5.3,5.22,5.26,195617,2.2283
"1199",5.23,5.36,5.22,5.25,44429,2.224063
"1200",5.25,5.25,5.22,5.22,46411,2.211354
"1201",5.22,5.29,5.21,5.21,39651,2.207118
"1202",5.25,5.28,5.21,5.21,118234,2.207118
"1203",5.23,5.29,5.23,5.29,34755,2.241009
"1204",5.29,5.3,5.26,5.28,17083,2.236773
"1205",5.28,5.39,5.28,5.29,58280,2.241009
"1206",5.3,5.3,5.28,5.3,40650,2.245245
"1207",5.3,5.36,5.25,5.28,56570,2.236773
"1208",5.28,5.29,5.25,5.25,9777,2.224063
"1209",5.28,5.29,5.28,5.28,15000,2.236773
"1210",5.29,5.32,5.26,5.26,62200,2.2283
"1211",5.26,5.32,5.26,5.32,5988,2.253718
"1212",5.32,5.4,5.28,5.3,63088,2.245245
"1213",5.25,5.39,5.25,5.39,8511,2.283372
"1214",5.39,5.39,5.39,5.39,12000,2.283372
"1215",5.39,5.39,5.3,5.3,25004,2.245245
"1216",5.3,5.3,5.3,5.3,0,2.245245
"1217",5.4,5.4,5.36,5.36,7095,2.270663
"1218",5.4,5.42,5.35,5.42,85029,2.296081
"1219",5.35,5.35,5.35,5.35,2250,2.266427
"1220",5.35,5.35,5.35,5.35,0,2.266427
"1221",5.34,5.34,5.33,5.33,6217,2.257954
"1222",5.42,5.42,5.29,5.35,10590,2.266427
"1223",5.4,5.45,5.4,5.4,78777,2.287608
"1224",5.42,5.45,5.42,5.43,35784,2.300317
"1225",5.45,5.45,5.43,5.43,5500,2.300317
"1226",5.43,5.47,5.43,5.47,17562,2.317262
"1227",5.47,5.47,5.47,5.47,14000,2.317262
"1228",5.47,5.47,5.43,5.43,54146,2.300317
"1229",5.43,5.43,5.4,5.4,100808,2.287608
"1230",5.4,5.45,5.1,5.36,40420,2.270663
"1231",5.4,5.4,5.36,5.38,39076,2.279135
"1232",4.14,4.15,3.7,3.9,1730144,1.652161
"1233",3.9,3.97,3.89,3.89,394407,1.647925
"1234",3.9,3.91,3.7,3.84,80723,1.626744
"1235",3.66,3.69,3.51,3.65,171910,1.546254
"1236",3.69,3.69,3.58,3.6,70934,1.525072
"1237",3.53,3.56,3.31,3.55,151397,1.503891
"1238",3.41,3.54,3.4,3.45,23715,1.461527
"1239",3.45,3.6,3.45,3.6,110408,1.525072
"1240",3.55,3.6,3.5,3.58,117713,1.516599
"1241",3.49,3.6,3.49,3.6,76823,1.525072
"1242",3.6,3.6,3.6,3.6,0,1.525072
"1243",3.52,3.55,3.52,3.55,21996,1.503891
"1244",3.54,3.57,3.54,3.54,17178,1.499654
"1245",3.41,3.54,3.41,3.5,18491,1.482709
"1246",3.44,3.49,3.35,3.49,17307,1.478473
"1247",3.45,3.54,3.43,3.44,32064,1.457291
"1248",3.44,3.52,3.44,3.44,37202,1.457291
"1249",3.4,3.44,3.35,3.35,82272,1.419164
"1250",3.4,3.41,3.34,3.38,4836,1.431873
"1251",3.3,3.43,3.3,3.4,33501,1.440346
"1252",3.2,3.39,3.2,3.37,5600,1.427637
"1253",3.22,3.36,3.22,3.36,24300,1.423401
"1254",3.25,3.36,3.25,3.33,18013,1.410692
"1255",3.35,3.35,3.25,3.3,14387,1.397983
"1256",3.3,3.3,3.3,3.3,0,1.397983
"1257",3.3,3.3,3.3,3.3,0,1.397983
"1258",3.34,3.41,3.34,3.34,9732,1.414928
"1259",3.28,3.28,3.2,3.22,207785,1.364092
"1260",3.24,3.24,3.24,3.24,3659,1.372565
"1261",3.27,3.28,3.2,3.26,130213,1.381037
"1262",3.15,3.2,3.15,3.2,7244,1.35562
"1263",3.17,3.17,2.99,3.05,468221,1.292075
"1264",3.14,3.14,3.01,3.01,45000,1.27513
"1265",3.01,3.01,3.01,3.01,0,1.27513
"1266",3.01,3.13,3.01,3.09,16109,1.30902
"1267",3.05,3.05,3.05,3.05,13921,1.292075
"1268",3.03,3.03,2.99,3,63630,1.270893
"1269",3.09,3.09,3.09,3.09,1000,1.30902
"1270",3.01,3.02,3,3,187964,1.270893
"1271",3,3,3,3,3671,1.270893
"1272",3,3,2.97,3,182616,1.270893
"1273",3.05,3.19,3.01,3.17,813347,1.342911
"1274",3.22,3.22,3.17,3.18,49096,1.347147
"1275",3.16,3.17,3.14,3.17,45355,1.342911
"1276",3.17,3.3,3.17,3.3,114517,1.397983
"1277",3.2,3.2,3.11,3.15,39332,1.334438
"1278",3.15,3.28,3.15,3.24,55700,1.372565
"1279",3.3,3.3,3.18,3.18,80130,1.347147
"1280",3.18,3.29,3.18,3.28,205571,1.38951
"1281",3.27,3.9,3.19,3.57,720847,1.512363
"1282",3.69,3.77,3.47,3.63,735224,1.537781
"1283",3.61,3.64,3.61,3.64,137496,1.542017
"1284",3.51,3.51,3.32,3.37,468113,1.427637
"1285",3.38,3.38,3.3,3.38,156487,1.431873
"1286",3.39,3.4,3.22,3.33,107459,1.410692
"1287",3.18,3.31,3.18,3.31,35300,1.402219
"1288",3.31,3.31,3.22,3.26,9529,1.381037
"1289",3.12,3.3,3.1,3.21,143782,1.359856
"1290",3.25,3.3,3.25,3.27,34792,1.385274
"1291",3.16,3.2,3.16,3.2,725,1.35562
"1292",3.2,3.3,3.2,3.3,3700,1.397983
"1293",3.3,3.3,3.28,3.28,18985,1.38951
"1294",3.1,3.25,3.1,3.22,41363,1.364092
"1295",3.12,3.34,3.12,3.18,25953,1.347147
"1296",3.3,3.3,3.19,3.19,14445,1.351383
"1297",3.27,3.3,3.12,3.12,42553,1.321729
"1298",3.38,3.67,3.3,3.65,1052492,1.546254
"1299",3.66,3.72,3.56,3.6,718178,1.525072
"1300",3.6,3.85,3.45,3.82,704603,1.618271
"1301",3.79,3.79,3.63,3.66,241808,1.55049
"1302",3.66,3.75,3.64,3.74,311497,1.58438
"1303",3.75,4.2,3.75,4.19,1874443,1.775015
"1304",4.23,4.24,3.95,4.06,208553,1.719942
"1305",4.06,4.18,3.96,4.09,106991,1.732651
"1306",4.14,4.17,3.99,4.14,238072,1.753833
"1307",4.05,4.24,4.03,4.24,196679,1.796196
"1308",4.24,4.35,4.16,4.28,488179,1.813141
"1309",4.28,4.4,4.26,4.35,362260,1.842795
"1310",4.42,4.68,4.42,4.6,505406,1.948703
"1311",4.6,4.6,4.38,4.4,180719,1.863977
"1312",4.4,4.59,4.33,4.39,311905,1.859741
"1313",4.4,4.59,4.39,4.44,273652,1.880922
"1314",4.6,4.6,4.4,4.57,297561,1.935994
"1315",4.57,4.62,4.41,4.57,237885,1.935994
"1316",4.57,4.69,4.47,4.47,188115,1.893631
"1317",4.55,4.59,4.07,4.21,556911,1.783487
"1318",4.25,4.43,4.05,4.34,333868,1.838559
"1319",4.3,4.33,4.15,4.25,218165,1.800432
"1320",4.26,4.26,4.08,4.16,227561,1.762305
"1321",4.16,4.2,4,4.15,363770,1.758069
"1322",4.15,4.3,4,4.16,445172,1.762305
"1323",4.15,4.29,4.02,4.23,279110,1.79196
"1324",4.23,4.31,3.81,3.95,831048,1.673343
"1325",3.94,3.95,3.82,3.89,262671,1.647925
"1326",3.89,4,3.84,3.9,261197,1.652161
"1327",3.99,3.99,3.81,3.91,110235,1.656398
"1328",3.91,3.95,3.85,3.85,179667,1.63098
"1329",3.85,3.89,3.7,3.78,429104,1.601326
"1330",3.78,3.78,3.7,3.78,206553,1.601326
"1331",3.8,3.8,3.62,3.76,100219,1.592853
"1332",3.76,4,3.76,3.92,248780,1.660634
"1333",3.86,3.86,3.8,3.85,32059,1.63098
"1334",3.75,4.04,3.75,4,476593,1.694525
"1335",4.03,4.35,4.03,4.25,501059,1.800432
"1336",4.15,4.25,4.13,4.2,208250,1.779251
"1337",4.2,4.2,4.1,4.19,149460,1.775015
"1338",4.2,4.2,4.19,4.2,9878,1.779251
"1339",4.1,4.19,4.1,4.15,32857,1.758069
"1340",4.2,4.2,4.1,4.18,80306,1.770778
"1341",4.18,4.18,4.08,4.1,38683,1.736888
"1342",4.1,4.15,4.1,4.1,17560,1.736888
"1343",4.15,4.15,4.1,4.15,63971,1.758069
"1344",4.06,4.11,3.96,4.06,102120,1.719942
"1345",4.06,4.1,4.02,4.09,32069,1.732651
"1346",4.1,4.1,3.95,4.07,28702,1.724179
"1347",4.07,4.07,3.89,4.04,198894,1.71147
"1348",4.08,4.15,4,4.15,227662,1.758069
"1349",4.15,4.24,4.08,4.2,191509,1.779251
"1350",4.2,4.52,4.15,4.45,526551,1.885158
"1351",4.45,4.48,4.3,4.3,36816,1.821614
"1352",4.17,4.36,4.17,4.26,126640,1.804669
"1353",4.26,4.3,4.22,4.25,89022,1.800432
"1354",4.26,4.49,4.16,4.4,190319,1.863977
"1355",4.4,4.45,4.27,4.38,18288,1.855504
"1356",4.3,4.38,4.23,4.26,73300,1.804669
"1357",4.26,4.41,4.2,4.36,63446,1.847032
"1358",4.36,4.36,4.15,4.22,66830,1.787723
"1359",4.23,4.33,4.19,4.32,32291,1.830087
"1360",4.2,4.23,4.2,4.23,3555,1.79196
"1361",4.2,4.3,4.2,4.3,52030,1.821614
"1362",4.17,4.3,4.16,4.3,25240,1.821614
"1363",3.81,4.1,3.75,3.95,565850,1.673343
"1364",4,4,3.85,3.87,42401,1.639452
"1365",3.87,3.87,3.75,3.77,53627,1.597089
"1366",3.8,3.8,3.7,3.74,57332,1.58438
"1367",3.74,3.95,3.73,3.95,67461,1.673343
"1368",3.97,3.97,3.84,3.88,36291,1.643689
"1369",3.88,3.94,3.76,3.9,71063,1.652161
"1370",3.9,3.95,3.9,3.95,16750,1.673343
"1371",3.93,3.93,3.82,3.91,59812,1.656398
"1372",3.8,3.88,3.78,3.78,35631,1.601326
"1373",3.8,3.92,3.8,3.9,26759,1.652161
"1374",3.95,3.95,3.85,3.85,22763,1.63098
"1375",3.85,3.95,3.85,3.9,82998,1.652161
"1376",4,4,3.85,3.9,27999,1.652161
"1377",3.9,3.9,3.81,3.85,15326,1.63098
"1378",3.89,3.89,3.7,3.75,61798,1.588617
"1379",3.75,3.8,3.71,3.72,122156,1.575908
"1380",3.83,3.83,3.83,3.83,500,1.622507
"1381",3.83,3.83,3.65,3.72,37366,1.575908
"1382",3.72,3.79,3.7,3.7,62906,1.567435
"1383",3.72,3.72,3.57,3.63,50480,1.537781
"1384",3.64,3.8,3.64,3.8,61500,1.609798
"1385",3.8,3.85,3.79,3.8,455155,1.609798
"1386",3.81,4,3.8,3.9,232478,1.652161
"1387",3.82,3.84,3.75,3.75,166956,1.588617
"1388",3.75,3.8,3.6,3.7,69112,1.567435
"1389",3.8,3.8,3.64,3.74,51270,1.58438
"1390",3.6,3.6,3.6,3.74,265261,1.58438
"1391",3.7,3.7,3.6,3.6,5998,1.525072
"1392",3.6,3.78,3.6,3.78,5325,1.601326
"1393",3.79,3.79,3.67,3.78,19525,1.601326
"1394",3.61,3.76,3.61,3.75,55583,1.588617
"1395",3.6,3.67,3.58,3.67,10680,1.554726
"1396",4,4.17,3.89,4.03,1118057,1.707234
"1397",3.99,4.01,3.93,3.95,344069,1.673343
"1398",3.97,4.05,3.96,3.97,194605,1.681816
"1399",3.95,4,3.9,4,27550,1.694525
"1400",3.94,3.95,3.9,3.9,71749,1.652161
"1401",3.9,4.1,3.9,4,63023,1.694525
"1402",4,4,3.9,3.9,20754,1.652161
"1403",3.9,3.9,3.9,3.9,1825,1.652161
"1404",3.9,3.9,3.9,3.9,0,1.652161
"1405",3.9,4,3.82,3.89,60658,1.647925
"1406",3.81,3.96,3.81,3.9,60558,1.652161
"1407",3.98,3.98,3.85,3.89,52525,1.647925
"1408",3.85,3.9,3.83,3.9,50121,1.652161
"1409",3.9,3.9,3.83,3.9,7356,1.652161
"1410",3.86,4,3.81,4,214924,1.694525
"1411",4,4,3.89,4,72659,1.694525
"1412",3.9,3.97,3.9,3.92,8938,1.660634
"1413",4,4.02,3.9,3.95,489537,1.673343
"1414",3.95,4,3.86,4,173242,1.694525
"1415",4,4,3.85,4,32687,1.694525
"1416",3.9,3.99,3.77,3.86,18031,1.635216
"1417",3.86,3.94,3.8,3.85,36820,1.63098
"1418",3.85,3.89,3.8,3.8,17400,1.609798
"1419",3.83,3.83,3.81,3.81,9434,1.614035
"1420",3.75,3.75,3.56,3.67,120291,1.554726
"1421",3.62,3.7,3.54,3.7,96162,1.567435
"1422",3.7,3.7,3.7,3.7,0,1.567435
"1423",3.7,3.7,3.7,3.7,0,1.567435
"1424",3.6,3.8,3.6,3.66,55601,1.55049
"1425",3.66,3.7,3.52,3.64,79018,1.542017
"1426",3.64,3.7,3.64,3.7,43951,1.567435
"1427",3.61,3.61,3.61,3.61,2044,1.529308
"1428",3.7,3.75,3.67,3.67,67293,1.554726
"1429",3.67,3.73,3.67,3.67,45527,1.554726
"1430",3.62,3.72,3.6,3.72,27741,1.575908
"1431",3.72,3.72,3.65,3.71,27028,1.571671
"1432",3.65,3.87,3.65,3.75,103898,1.588617
"1433",3.79,3.79,3.59,3.61,78305,1.529308
"1434",3.61,3.7,3.61,3.7,19168,1.567435
"1435",3.7,3.7,3.7,3.7,0,1.567435
"1436",3.66,3.68,3.5,3.6,50841,1.525072
"1437",3.6,3.6,3.46,3.46,90738,1.465764
"1438",3.49,3.55,3.49,3.5,190301,1.482709
"1439",3.74,3.74,3.42,3.5,40284,1.482709
"1440",3.5,3.5,3.5,3.5,9973,1.482709
"1441",3.51,3.64,3.51,3.6,52780,1.525072
"1442",3.65,3.65,3.5,3.5,62011,1.482709
"1443",3.5,3.5,3.39,3.4,58001,1.440346
"1444",3.4,3.48,3.4,3.4,15891,1.440346
"1445",3.4,3.49,3.35,3.35,11151,1.419164
"1446",3.35,3.43,3.35,3.37,1849,1.427637
"1447",3.33,3.34,3.28,3.3,71258,1.397983
"1448",3.31,3.55,3.31,3.43,174035,1.453055
"1449",3.43,3.6,3.43,3.6,56293,1.525072
"1450",3.6,3.62,3.6,3.62,2001,1.533545
"1451",3.61,3.65,3.47,3.59,136245,1.520836
"1452",3.5,3.74,3.5,3.74,23550,1.58438
"1453",3.74,3.74,3.55,3.66,11394,1.55049
"1454",3.56,3.56,3.55,3.55,2026,1.503891
"1455",3.55,3.64,3.46,3.53,90514,1.495418
"1456",3.47,3.53,3.46,3.47,49744,1.47
"1457",3.45,3.54,3.45,3.45,2268,1.461527
"1458",3.44,3.55,3.44,3.44,14854,1.457291
"1459",3.45,3.45,3.41,3.41,4200,1.444582
"1460",3.41,3.41,3.41,3.41,0,1.444582
"1461",3.45,3.61,3.45,3.61,25046,1.529308
"1462",3.6,3.6,3.58,3.58,2125,1.516599
"1463",3.48,3.58,3.48,3.58,8088,1.516599
"1464",3.51,3.55,3.46,3.55,13041,1.503891
"1465",3.45,3.45,3.45,3.45,1719,1.461527
"1466",3.5,3.56,3.48,3.48,32505,1.474236
"1467",3.55,3.65,3.45,3.48,10316,1.474236
"1468",3.48,3.48,3.48,3.48,0,1.474236
"1469",3.48,3.53,3.35,3.5,8600,1.482709
"1470",3.5,3.5,3.5,3.5,10581,1.482709
"1471",3.45,3.52,3.45,3.46,38592,1.465764
"1472",3.46,3.46,3.46,3.46,0,1.465764
"1473",3.5,3.5,3.47,3.5,61319,1.482709
"1474",3.45,3.45,3.45,3.45,20080,1.461527
"1475",3.45,3.45,3.42,3.45,77024,1.461527
"1476",3.45,3.45,3.45,3.45,300,1.461527
"1477",3.45,3.45,3.45,3.45,6000,1.461527
"1478",3.45,3.45,3.41,3.45,31000,1.461527
"1479",3.4,3.41,3.39,3.39,31000,1.43611
"1480",3.4,3.53,3.38,3.53,86373,1.495418
"1481",3.43,3.43,3.38,3.42,30674,1.448818
"1482",3.35,3.54,3.35,3.46,9966,1.465764
"1483",3.45,3.45,3.39,3.39,25806,1.43611
"1484",3.35,3.42,3.3,3.42,24910,1.448818
"1485",3.42,3.42,3.35,3.41,7158,1.444582
"1486",3.4,3.45,3.4,3.45,136029,1.461527
"1487",3.42,3.42,3.38,3.4,35713,1.440346
"1488",3.39,3.47,3.35,3.47,37202,1.47
"1489",3.47,3.47,3.47,3.47,0,1.47
"1490",3.47,3.47,3.32,3.35,4435,1.419164
"1491",3.36,3.38,3.35,3.36,111910,1.423401
"1492",3.4,3.4,3.35,3.38,68682,1.431873
"1493",3.5,3.5,3.39,3.39,54861,1.43611
"1494",3.4,3.46,3.35,3.39,54432,1.43611
"1495",3.39,3.55,3.39,3.55,31959,1.503891
"1496",3.45,3.6,3.45,3.6,90138,1.525072
"1497",3.55,3.58,3.45,3.45,227854,1.461527
"1498",3.44,3.44,3.35,3.4,147539,1.440346
"1499",3.4,3.4,3.33,3.36,294232,1.423401
"1500",3.36,3.36,3.36,3.36,1000,1.423401
"1501",3.35,3.41,3.35,3.4,57264,1.440346
"1502",3.49,3.5,3.36,3.4,1012329,1.440346
"1503",3.37,3.38,3.31,3.31,505064,1.402219
"1504",3.31,3.61,3.31,3.6,204208,1.525072
"1505",3.6,3.9,3.6,3.79,253750,1.605562
"1506",3.8,3.8,3.74,3.8,137222,1.609798
"1507",3.8,3.89,3.8,3.85,342193,1.63098
"1508",3.85,3.9,3.8,3.89,193876,1.647925
"1509",3.8,3.9,3.8,3.8,270880,1.609798
"1510",4.05,4.15,3.95,4.08,2177322,1.728415
"1511",4.12,4.13,3.95,4.07,1008325,1.724179
"1512",4.1,4.2,4.01,4.01,336504,1.698761
"1513",4.15,4.15,3.96,3.96,251884,1.677579
"1514",4,4.03,3.97,3.98,245936,1.686052
"1515",4,4.05,3.98,4,742709,1.694525
"1516",4.04,4.13,3.97,3.97,474242,1.681816
"1517",3.99,4.05,3.99,4.02,117555,1.702997
"1518",4.03,4.05,3.98,3.98,167408,1.686052
"1519",3.98,3.99,3.94,3.99,38840,1.690288
"1520",3.99,4.02,3.94,3.98,73100,1.686052
"1521",4.04,4.04,3.96,3.98,129155,1.686052
"1522",3.99,3.99,3.93,3.94,65974,1.669107
"1523",3.92,3.94,3.91,3.94,45901,1.669107
"1524",3.95,3.99,3.94,3.99,79912,1.690288
"1525",3.99,3.99,3.91,3.95,141602,1.673343
"1526",3.99,4,3.93,4,49722,1.694525
"1527",4,4,3.88,3.88,108803,1.643689
"1528",3.92,4.05,3.92,4,263120,1.694525
"1529",4,4.09,4,4.02,216965,1.702997
"1530",3.95,3.95,3.81,3.9,644783,1.652161
"1531",3.9,3.9,3.83,3.85,171604,1.63098
"1532",3.85,3.95,3.8,3.88,110769,1.643689
