"","NKR.OL.Open","NKR.OL.High","NKR.OL.Low","NKR.OL.Close","NKR.OL.Volume","NKR.OL.Adjusted"
"503",7.42,7.55,7.42,7.5,15579,3.177233
"504",7.54,7.8,7.54,7.8,24900,3.304323
"505",7.9,8.3,7.8,8,153480,3.389049
"506",7.9,7.9,7.9,7.9,600,3.346686
"507",7.9,7.9,7.9,7.9,20300,3.346686
"508",7.61,7.79,7.6,7.78,54271,3.29585
"509",7.78,7.8,7.6,7.77,41088,3.291614
"510",7.8,7.8,7.8,7.8,1000,3.304323
"511",7.6,7.79,7.6,7.78,6213,3.29585
"512",7.8,7.8,7.51,7.67,16900,3.249251
"513",7.57,8.11,7.52,8.11,213549,3.435648
"514",8.06,8.1,7.7,8.06,101575,3.414467
"515",8,8,8,8,1000,3.389049
"516",8,8,7.95,7.95,23991,3.367867
"517",7.98,8,7.98,8,10820,3.389049
"518",7.99,8,7.81,8,8287,3.389049
"519",7.95,7.95,7.95,7.95,10125,3.367867
"520",7.9,8,7.9,7.97,12533,3.37634
"521",7.97,7.97,7.97,7.97,0,3.37634
"522",7.9,8.05,7.9,8.05,31720,3.410231
"523",8.05,8.05,8.05,8.05,0,3.410231
"524",7.85,8,7.85,8,1700,3.389049
"525",7.9,7.9,7.76,7.84,23126,3.321268
"526",7.84,7.84,7.84,7.84,0,3.321268
"527",7.6,8.05,7.6,7.71,31269,3.266196
"528",8,8.09,7.1,7.95,26431,3.367867
"529",7.95,7.95,7.75,7.8,42721,3.304323
"530",7.79,7.95,7.79,7.85,53797,3.325504
"531",7.85,7.85,7.7,7.7,49831,3.26196
"532",7.69,7.7,7.5,7.7,148952,3.26196
"533",7.51,7.74,6.3,6.9,226404,2.923055
"534",6.9,7.15,6.5,6.5,113034,2.753602
"535",6.45,6.5,6.1,6.2,170401,2.626513
"536",6.3,6.66,6.2,6.5,320761,2.753602
"537",6.35,6.6,6.31,6.6,142160,2.795965
"538",6.6,6.6,6.42,6.54,34064,2.770548
"539",6.44,6.54,6.38,6.4,19419,2.711239
"540",6.35,6.6,6.35,6.5,102204,2.753602
"541",6.48,6.48,6.48,6.48,46924,2.74513
"542",6.48,6.5,6.35,6.5,198740,2.753602
"543",6.45,6.45,6.35,6.4,9143,2.711239
"544",6.45,6.45,6.35,6.43,14284,2.723948
"545",6.3,6.49,6.3,6.49,10600,2.749366
"546",6.35,6.39,6.28,6.3,18820,2.668876
"547",6.3,6.5,6.3,6.45,3876,2.732421
"548",6.5,6.5,6.5,6.5,11199,2.753602
"549",6.5,6.5,6.4,6.49,36921,2.749366
"550",6.48,6.5,6.2,6.44,38792,2.728184
"551",6.44,6.44,6.4,6.44,20700,2.728184
"552",6.9,6.9,6.45,6.45,100250,2.732421
"553",6.45,6.5,6.11,6.15,76143,2.605331
"554",6.1,6.4,6,6.02,88017,2.550259
"555",5.95,6.19,5.9,6.03,69371,2.554496
"556",5.99,6,5.89,6,49226,2.541787
"557",6,6,5.9,6,24200,2.541787
"558",6,6,5.86,6,39533,2.541787
"559",6,6.27,6,6.24,77426,2.643458
"560",6.25,6.25,6.09,6.09,110800,2.579914
"561",6.23,6.23,6,6.14,14502,2.601095
"562",6.2,6.2,5.99,6.18,84274,2.61804
"563",6.25,6.33,6.2,6.33,5897,2.681585
"564",6.1,6.25,6.1,6.25,30744,2.647695
"565",6.2,6.25,6.2,6.25,201500,2.647695
"566",6.12,6.3,6.12,6.29,70979,2.66464
"567",6.2,6.23,6.08,6.22,40089,2.634985
"568",6.1,6.23,6.1,6.23,36238,2.639222
"569",6.2,6.23,6.2,6.23,28500,2.639222
"570",6.3,6.3,6.2,6.28,2115,2.660403
"571",6.22,6.23,6.22,6.23,9287,2.639222
"572",6.02,6.2,6,6.12,24400,2.592623
"573",6.2,6.2,5.95,6,62662,2.541787
"574",6,6.15,5.95,6.15,75261,2.605331
"575",6.05,6.3,6.05,6.25,70050,2.647695
"576",6.2,6.2,6.02,6.2,79730,2.626513
"577",6.2,6.2,6.12,6.12,43730,2.592623
"578",6.1,6.25,6.1,6.25,36098,2.647695
"579",6.5,6.5,6.45,6.45,9860,2.732421
"580",6.45,6.45,6.3,6.45,23600,2.732421
"581",6.4,6.4,6.21,6.4,5081,2.711239
"582",6.4,6.4,6.4,6.4,0,2.711239
"583",6.35,6.6,6.35,6.6,130940,2.795965
"584",6.43,6.6,6.4,6.6,39635,2.795965
"585",6.4,6.55,6.3,6.53,47067,2.766311
"586",6.53,6.57,6.53,6.54,17625,2.770548
"587",6.48,6.5,6.48,6.5,37569,2.753602
"588",6.5,6.5,6.5,6.5,5030,2.753602
"589",6.5,6.5,6.49,6.5,44630,2.753602
"590",6.4,6.48,6.4,6.45,4200,2.732421
"591",6.4,6.48,6.25,6.48,43683,2.74513
"592",6.35,6.48,6.35,6.48,17000,2.74513
"593",6.4,6.45,6.4,6.45,5655,2.732421
"594",6.3,6.39,6.25,6.3,13211,2.668876
"595",6.1,6.3,6.04,6.3,27020,2.668876
"596",6.17,6.37,6.15,6.37,8004,2.69853
"597",6.17,6.19,6,6.19,44563,2.622277
"598",6.3,6.3,6,6.15,36488,2.605331
"599",6.15,6.15,5.99,6.1,38700,2.58415
"600",5.99,6.3,5.99,6.3,15000,2.668876
"601",6.3,6.3,6.1,6.3,25000,2.668876
"602",6.2,6.34,6.02,6.29,6700,2.66464
"603",6.05,6.28,6.05,6.24,1105,2.643458
"604",6.24,6.39,6.24,6.39,73520,2.707003
"605",6.35,6.45,6.35,6.43,20000,2.723948
"606",6.35,6.4,6.2,6.4,22200,2.711239
"607",6.45,6.45,6.34,6.34,94557,2.685822
"608",5.99,6.3,5.95,6.09,150199,2.579914
"609",5.98,6.27,5.97,6.27,19976,2.656167
"610",6.11,6.3,6.01,6.29,11872,2.66464
"611",6.48,6.48,6.48,6.48,200,2.74513
"612",6.29,6.38,6.05,6.38,19121,2.702767
"613",6.4,6.4,6.37,6.37,12015,2.69853
"614",6.4,6.4,6,6.3,89000,2.668876
"615",6.35,6.35,6.2,6.21,60000,2.630749
"616",6.4,6.4,6.2,6.35,102548,2.690058
"617",6.35,6.35,6.3,6.34,32000,2.685822
"618",6.4,6.4,6.3,6.3,127018,2.668876
"619",6.15,6.25,6.1,6.25,13038,2.647695
"620",6.11,6.3,6.11,6.3,47000,2.668876
"621",6.3,6.37,6.3,6.3,65733,2.668876
"622",6.3,6.41,6.21,6.41,2216,2.715476
"623",6.2,6.44,6.2,6.38,44054,2.702767
"624",6.4,6.4,6.4,6.4,10840,2.711239
"625",6.5,6.5,6.3,6.4,24807,2.711239
"626",6.4,6.4,6.22,6.34,30868,2.685822
"627",6.37,6.45,6.37,6.44,75000,2.728184
"628",6.43,6.44,6.3,6.43,51015,2.723948
"629",6.4,6.4,6.25,6.4,14106,2.711239
"630",6.45,6.49,6.35,6.44,66462,2.728184
"631",6.4,6.4,6.4,6.4,25501,2.711239
"632",6.41,6.41,6.39,6.39,94873,2.707003
"633",6.39,6.39,6.39,6.39,200,2.707003
"634",6.4,6.4,6.39,6.39,18975,2.707003
"635",6.4,6.42,6.4,6.4,16400,2.711239
"636",6.13,6.39,6.05,6.39,9961,2.707003
"637",6.39,6.39,6.39,6.39,0,2.707003
"638",6.4,6.4,6.4,6.4,200,2.711239
"639",6.07,6.34,6.07,6.34,1078,2.685822
"640",6.31,6.32,6.31,6.32,10000,2.677349
"641",6.28,6.28,6.28,6.28,3000,2.660403
"642",6.35,6.77,6.28,6.5,167287,2.753602
"643",6.42,6.5,6.4,6.5,43000,2.753602
"644",6.4,6.45,6.2,6.45,17536,2.732421
"645",6.5,6.5,6.5,6.5,800,2.753602
"646",6.49,6.49,6.35,6.45,42818,2.732421
"647",6.3,6.5,6.29,6.5,53203,2.753602
"648",6.35,6.55,6.35,6.55,42000,2.774784
"649",6.33,6.48,6.1,6.39,21597,2.707003
"650",6.5,6.57,6.39,6.4,11300,2.711239
"651",6.4,6.45,6.4,6.45,13012,2.732421
"652",6.5,6.6,6.5,6.6,26000,2.795965
"653",6.6,6.6,6.6,6.6,0,2.795965
"654",6.17,6.17,5.82,5.9,122287,2.499424
"655",5.9,6.25,5.9,6.25,62537,2.647695
"656",6.24,6.3,6.2,6.2,65291,2.626513
"657",6.4,6.42,6.3,6.42,49009,2.719712
"658",6.5,6.5,6.5,6.5,1000,2.753602
"659",6.3,6.3,6.2,6.3,8180,2.668876
"660",6.5,6.5,6.5,6.5,1000,2.753602
"661",6.37,6.37,6.37,6.37,14943,2.69853
"662",6.37,6.37,6.37,6.37,0,2.69853
"663",6.07,6.34,6.06,6.34,16000,2.685822
"664",6.1,6.33,6,6.33,14130,2.681585
"665",6.15,6.39,6.1,6.34,15064,2.685822
"666",6.1,6.34,6.1,6.34,8500,2.685822
"667",6.3,6.3,6.3,6.3,3000,2.668876
"668",6.3,6.3,6.3,6.3,0,2.668876
"669",6.28,6.28,6.28,6.28,3000,2.660403
"670",6.2,6.3,6.2,6.25,32882,2.647695
"671",6.2,6.3,6.1,6.19,8832,2.622277
"672",6.19,6.2,6.19,6.19,15901,2.622277
"673",5.7,6.2,5.7,6.2,58862,2.626513
"674",6,6.2,6,6.2,15600,2.626513
"675",6.1,6.15,6,6.15,51000,2.605331
"676",6.15,6.22,6.15,6.2,11900,2.626513
"677",6.2,6.2,6.2,6.2,0,2.626513
"678",6.44,6.44,6.44,6.44,150,2.728184
"679",6.15,6.2,6.15,6.2,7000,2.626513
"680",6.18,6.19,6.01,6.1,22682,2.58415
"681",6.1,6.2,6.1,6.2,2700,2.626513
"682",6.05,6.15,5.9,6.15,37570,2.605331
"683",6.15,6.16,6.15,6.15,17751,2.605331
"684",6.1,6.15,6,6.1,19605,2.58415
"685",6.14,6.15,6.1,6.15,4500,2.605331
"686",5.99,6.12,5.97,5.97,17726,2.529078
"687",6.13,6.13,5.96,6.1,6396,2.58415
"688",6.12,6.14,6.06,6.13,19000,2.596859
"689",6.09,6.1,5.9,5.99,95141,2.53755
"690",5.86,6.08,5.85,6.08,12636,2.575677
"691",6.13,6.13,5.82,6,15500,2.541787
"692",5.83,6.02,5.83,5.96,38093,2.524842
"693",5.9,5.98,5.81,5.98,10300,2.533314
"694",5.85,5.95,5.84,5.84,4165,2.474006
"695",5.88,6.14,5.88,6.14,18835,2.601095
"696",6.14,6.14,6.14,6.14,0,2.601095
"697",5.91,6,5.9,6,5500,2.541787
"698",5.88,6,5.87,6,5184,2.541787
"699",6,6,5.95,5.95,5500,2.520605
"700",5.95,5.95,5.95,5.95,820,2.520605
"701",5.9,6,5.9,6,4042,2.541787
"702",5.9,5.9,5.9,5.9,6008,2.499424
"703",5.75,5.89,5.74,5.87,22435,2.486715
"704",5.87,5.87,5.87,5.87,0,2.486715
"705",5.85,5.85,5.7,5.82,10364,2.465533
"706",5.85,5.85,5.42,5.64,44233,2.38928
"707",5.58,5.7,5.58,5.7,18741,2.414697
"708",5.73,5.74,5.73,5.74,5000,2.431643
"709",5.74,5.74,5.73,5.73,780,2.427406
"710",5.86,5.86,5.74,5.74,11100,2.431643
"711",5.74,5.74,5.61,5.73,24578,2.427406
"712",5.79,5.79,5.74,5.74,1607,2.431643
"713",5.78,5.79,5.78,5.79,1300,2.452824
"714",5.78,5.79,5.78,5.79,1750,2.452824
"715",5.92,5.92,5.92,5.92,840,2.507896
"716",5.91,5.92,5.91,5.92,1000,2.507896
"717",5.92,5.92,5.92,5.92,0,2.507896
"718",5.92,6.17,5.88,6.16,11101,2.609568
"719",6.16,6.16,6.16,6.16,0,2.609568
"720",6.09,6.1,6.09,6.1,8600,2.58415
"721",5.85,5.85,5.85,5.85,68000,2.478242
"722",5.85,5.85,5.85,5.85,0,2.478242
"723",6.05,6.05,5.69,5.99,5040,2.53755
"724",6.05,6.05,6.05,6.05,10,2.562968
"725",6.05,6.05,6.05,6.05,0,2.562968
"726",5.55,5.98,5.55,5.98,600,2.533314
"727",5.98,5.98,5.98,5.98,0,2.533314
"728",5.89,5.89,5.89,5.89,83,2.495187
"729",5.55,5.84,5.54,5.84,34338,2.474006
"730",5.7,5.9,5.7,5.89,36215,2.495187
"731",5.8,5.81,5.67,5.8,39115,2.457061
"732",5.8,5.8,5.8,5.8,0,2.457061
"733",5.8,5.8,5.8,5.8,0,2.457061
"734",5.84,6.09,5.61,5.61,53030,2.376571
"735",5.8,5.95,5.7,5.7,6148,2.414697
"736",5.6,5.7,5.4,5.5,76428,2.329971
"737",5.4,5.4,5.4,5.5,7150,2.329971
"738",5.35,5.49,5.31,5.49,7900,2.325735
"739",5.32,5.48,5.32,5.48,2200,2.321499
"740",5.32,5.48,5.31,5.48,2700,2.321499
"741",5.48,5.48,5.48,5.48,0,2.321499
"742",5.48,5.48,5.35,5.48,7087,2.321499
"743",5.48,5.48,5.48,5.48,0,2.321499
"744",5.48,5.48,5.48,5.48,0,2.321499
"745",5.39,5.39,5.09,5.09,1825,2.156282
"746",5.21,5.39,5.21,5.39,5300,2.283372
"747",5.39,5.39,5.39,5.39,0,2.283372
"748",5.32,5.32,5,5.24,27200,2.219827
"749",4.9,5.28,4.89,4.9,74790,2.075793
"750",4.9,4.9,4.69,4.7,75894,1.991066
"751",4.5,4.5,4.08,4.14,415098,1.753833
"752",4.18,4.27,4.18,4.25,17629,1.800432
"753",4.25,4.88,4.25,4.69,18712,1.98683
"754",4.8,4.9,4.55,4.57,11840,1.935994
"755",4.75,4.75,4.4,4.4,22257,1.863977
"756",4.44,4.56,4.25,4.56,31600,1.931758
"757",4.79,4.79,4.57,4.6,2780,1.948703
"758",4.7,4.7,4.37,4.37,2829,1.851268
"759",4.28,4.29,4,4.28,11966,1.813141
"760",4.39,4.4,4.14,4.36,37337,1.847032
"761",4.36,4.4,4,4.26,19721,1.804669
"762",4.38,4.38,4.27,4.37,9310,1.851268
"763",4.37,4.4,4.37,4.4,2700,1.863977
"764",4.11,4.4,4.11,4.39,4174,1.859741
"765",4.3,4.33,4.3,4.33,5500,1.834323
"766",4.2,4.33,4.19,4.33,6129,1.834323
"767",4.11,4.39,4.1,4.39,3080,1.859741
"768",4.33,4.4,4.33,4.35,23587,1.842795
"769",4.15,4.15,4.05,4.14,12521,1.753833
"770",4.2,4.24,3.91,4.07,15218,1.724179
"771",4.25,4.25,4.1,4.16,72400,1.762305
"772",4.03,4.03,3.66,4.03,3205,1.707234
"773",4.1,4.1,3.7,4.1,18203,1.736888
"774",4,4,3.85,3.99,11897,1.690288
"775",3.99,3.99,3.99,3.99,480,1.690288
"776",3.8,3.99,3.56,3.75,10609,1.588617
"777",3.75,3.85,3.6,3.83,51910,1.622507
"778",3.95,4,3.82,3.97,9402,1.681816
"779",3.97,3.97,3.63,3.97,14410,1.681816
"780",3.97,3.97,3.71,3.97,2035,1.681816
"781",3.6,3.97,3.6,3.97,3203,1.681816
"782",3.96,3.96,3.62,3.96,13602,1.677579
"783",3.83,3.92,3.82,3.85,12800,1.63098
"784",3.83,3.89,3.77,3.88,33796,1.643689
"785",3.87,3.87,3.78,3.87,2563,1.639452
"786",4,4,3.83,3.9,200,1.652161
"787",3.88,3.9,3.8,3.86,70696,1.635216
"788",3.83,3.83,3.77,3.8,29596,1.609798
"789",3.86,3.86,3.86,3.86,0,1.635216
"790",3.88,3.88,3.75,3.88,18355,1.643689
"791",3.85,4.29,3.78,4.06,630961,1.719942
"792",4.11,4.12,4,3.98,146920,1.686052
"793",4.2,4.2,4.02,4.15,62878,1.758069
"794",4.4,4.4,4,4.29,17385,1.817378
"795",4.25,4.25,4,4.1,59311,1.736888
"796",4.1,4.1,4.02,4.1,2714,1.736888
"797",4.02,4.08,3.89,3.99,63009,1.690288
"798",3.91,3.91,3.89,3.9,11000,1.652161
"799",3.95,3.95,3.9,3.95,4012,1.673343
"800",4.1,4.2,3.8,3.8,156856,1.609798
"801",3.95,4.05,3.81,3.98,14510,1.686052
"802",4.18,4.43,4.18,4.35,202147,1.842795
"803",4.42,4.59,4.35,4.55,60629,1.927522
"804",4.44,4.64,4.44,4.64,69216,1.965648
"805",4.8,4.99,4.75,4.8,140788,2.03343
"806",4.9,4.9,4.63,4.84,120032,2.050375
"807",4.56,4.8,4.55,4.8,65368,2.03343
"808",4.62,4.73,4.55,4.61,31696,1.95294
"809",4.55,4.57,4.3,4.34,56496,1.838559
"810",4.5,4.53,4.31,4.32,70896,1.830087
"811",4.4,4.84,4.3,4.58,28916,1.940231
"812",4.6,4.6,4.26,4.56,6493,1.931758
"813",4.19,4.35,4.19,4.26,60323,1.804669
"814",4.55,4.55,4.1,4.24,21900,1.796196
"815",4.2,4.2,4.14,4.18,11803,1.770778
"816",4.19,4.24,4.06,4.1,25402,1.736888
"817",4.19,4.19,4.02,4.05,41961,1.715706
"818",4.04,4.05,4.04,4.05,26539,1.715706
"819",4.02,4.05,3.95,4.01,167513,1.698761
"820",4.01,4.39,3.96,4.2,77882,1.779251
"821",4.5,4.5,4.11,4.39,2500,1.859741
"822",4.7,4.7,4.22,4.6,19896,1.948703
"823",4.78,4.78,4.31,4.59,50267,1.944467
"824",4.49,4.5,4.08,4.47,23000,1.893631
"825",4.78,4.78,4.29,4.75,17251,2.012248
"826",4.5,4.75,4.5,4.75,14586,2.012248
"827",4.75,4.75,4.75,4.75,0,2.012248
"828",4.77,4.97,4.61,4.78,39607,2.024957
"829",4.84,4.84,4.84,4.84,292,2.050375
"830",4.2,4.72,4.19,4.59,32462,1.944467
"831",4.32,4.6,4.3,4.6,3088,1.948703
"832",4.36,4.6,4.26,4.59,6184,1.944467
"833",4.59,4.6,4.59,4.6,5418,1.948703
"834",4.6,4.6,4.45,4.45,4946,1.885158
"835",4.5,4.59,4.5,4.5,22295,1.90634
"836",4.35,4.5,4.3,4.5,42411,1.90634
"837",4.5,4.5,4.5,4.5,0,1.90634
"838",4.4,4.49,4.21,4.47,9244,1.893631
"839",4.21,4.49,4.14,4.47,13297,1.893631
"840",4.48,4.5,4.31,4.49,58360,1.902104
"841",4.49,4.5,4.49,4.5,12000,1.90634
"842",4.5,4.5,4.5,4.5,21000,1.90634
"843",4.5,4.5,4.5,4.5,43702,1.90634
"844",4.5,4.59,4.44,4.5,214564,1.90634
"845",4.4,4.45,4.4,4.44,10900,1.880922
"846",4.48,4.48,4.45,4.45,26000,1.885158
"847",4.39,4.6,4.14,4.6,166915,1.948703
"848",4.67,4.67,4.39,4.59,24714,1.944467
"849",4.54,4.54,4.5,4.5,48115,1.90634
"850",4.6,4.7,4.59,4.7,50002,1.991066
"851",4.7,4.91,4.53,4.85,58503,2.054611
"852",4.89,4.9,4.85,4.85,10004,2.054611
"853",4.95,4.95,4.85,4.9,18004,2.075793
"854",4.8,4.95,4.8,4.95,30296,2.096974
"855",4.94,4.99,4.8,4.99,89648,2.113919
"856",5.03,5.4,4.9,5.2,88364,2.202882
"857",5.25,5.25,4.9,4.95,130038,2.096974
"858",5.01,5.01,4.9,4.9,28385,2.075793
"859",4.89,4.89,4.8,4.88,6596,2.06732
"860",4.8,4.88,4.8,4.88,107,2.06732
"861",4.87,4.89,4.85,4.87,14522,2.063084
"862",5,5,4.9,4.95,9604,2.096974
"863",5.19,5.19,4.95,5.05,703,2.139337
"864",4.98,4.98,4.81,4.97,9272,2.105447
"865",4.97,4.97,4.97,4.97,0,2.105447
"866",5.05,5.05,5,5,2000,2.118156
"867",5.18,5.18,5,5,3870,2.118156
"868",5.1,5.1,4.95,5.07,15935,2.14781
"869",5,5,4.9,5,42600,2.118156
"870",4.99,5,4.9,4.98,14404,2.109683
"871",4.99,4.99,4.85,4.94,41701,2.092738
"872",4.85,4.85,4.8,4.8,2200,2.03343
"873",4.99,4.99,4.75,4.96,42343,2.10121
"874",4.96,4.96,4.96,4.96,0,2.10121
"875",4.71,4.94,4.7,4.94,10100,2.092738
"876",4.93,4.93,4.75,4.84,7100,2.050375
"877",4.7,4.77,4.6,4.7,7000,1.991066
"878",4.7,5,4.7,4.9,25999,2.075793
"879",4.9,4.9,4.9,4.9,2000,2.075793
"880",4.9,4.9,4.9,4.9,5197,2.075793
"881",5,5,4.85,4.9,24382,2.075793
"882",4.97,4.97,4.97,4.97,100,2.105447
"883",4.97,4.97,4.97,4.97,0,2.105447
"884",4.8,4.9,4.8,4.9,5020,2.075793
"885",4.9,4.9,4.9,4.9,0,2.075793
"886",5,5,5,5,50000,2.118156
"887",5,5,5,5,18180,2.118156
"888",5,5,5,5,0,2.118156
"889",5.14,5.14,4.55,5,13050,2.118156
"890",5,5,5,5,0,2.118156
"891",4.89,5.04,4.63,4.7,34150,1.991066
"892",4.55,4.75,4.54,4.74,28261,2.008012
"893",4.74,4.74,4.74,4.74,0,2.008012
"894",4.6,4.99,4.55,4.96,13820,2.10121
"895",4.95,4.95,4.95,4.95,300,2.096974
"896",4.6,5.31,4.6,5.06,306591,2.143574
"897",5.18,5.18,4.95,5,187046,2.118156
"898",5.09,5.09,4.84,4.85,88500,2.054611
"899",4.99,4.99,4.75,4.95,34583,2.096974
"900",4.94,4.95,4.94,4.95,9900,2.096974
"901",4.95,5.06,4.95,5.06,1250,2.143574
"902",5.06,5.06,5.06,5.06,0,2.143574
"903",5.06,5.06,5.06,5.06,0,2.143574
"904",4.66,5.04,4.66,5.04,7575,2.135101
"905",5,5.12,5,5.12,2100,2.168991
"906",4.85,5.06,4.85,5.06,67196,2.143574
"907",4.9,4.9,4.8,4.9,26868,2.075793
"908",5.04,5.04,4.78,5.02,43694,2.126628
"909",4.9,5.02,4.8,5.02,4130,2.126628
"910",5.02,5.02,5.02,5.02,1400,2.126628
"911",4.83,5,4.83,5,23600,2.118156
"912",5,5,5,5,0,2.118156
"913",5,5,5,5,4600,2.118156
"914",5,5,5,5,0,2.118156
"915",4.98,4.98,4.75,4.9,31750,2.075793
"916",4.85,5,4.85,5,3540,2.118156
"917",4.56,5,4.55,5,8326,2.118156
"918",5,5,5,5,0,2.118156
"919",5,5,5,5,0,2.118156
"920",4.59,4.9,4.59,4.89,12896,2.071556
"921",4.89,4.89,4.89,4.89,0,2.071556
"922",4.51,4.9,4.32,4.78,42755,2.024957
"923",4.78,4.78,4.78,4.78,0,2.024957
"924",4.59,4.65,4.37,4.6,29000,1.948703
"925",4.78,4.8,4.5,4.79,23175,2.029193
"926",4.7,4.79,4.7,4.77,28500,2.02072
"927",4.79,4.79,4.65,4.78,26000,2.024957
"928",4.77,4.77,4.59,4.75,21800,2.012248
"929",4.63,4.63,4.58,4.63,14808,1.961412
"930",4.45,4.74,4.44,4.55,55110,1.927522
"931",4.6,4.75,4.6,4.75,15477,2.012248
"932",4.51,4.75,4.51,4.75,16096,2.012248
"933",4.75,4.94,4.75,4.94,5000,2.092738
"934",4.75,4.94,4.75,4.94,200,2.092738
"935",4.94,4.94,4.94,4.94,0,2.092738
"936",4.8,4.95,4.8,4.93,8700,2.088501
"937",4.93,4.93,4.93,4.93,0,2.088501
"938",4.93,4.93,4.93,4.93,0,2.088501
"939",4.93,4.93,4.93,4.93,0,2.088501
"940",4.7,4.88,4.61,4.88,6617,2.06732
"941",4.88,4.88,4.88,4.88,0,2.06732
"942",4.88,4.88,4.88,4.88,0,2.06732
"943",4.8,4.8,4.7,4.79,21300,2.029193
"944",4.6,4.73,4.6,4.72,10500,1.999539
"945",4.72,4.72,4.7,4.7,22352,1.991066
"946",4.69,4.7,4.63,4.7,12700,1.991066
"947",4.7,4.7,4.7,4.7,0,1.991066
"948",4.56,4.8,4.5,4.75,28585,2.012248
"949",4.55,4.55,4.55,4.55,3715,1.927522
"950",4.56,4.56,4.43,4.56,10727,1.931758
"951",4.43,4.7,4.39,4.4,90097,1.863977
"952",4.45,4.49,4.12,4.47,14474,1.893631
"953",4.15,4.15,4.15,4.15,14,1.758069
"954",4.39,4.67,4.27,4.67,36492,1.978357
"955",4.71,4.75,4.67,4.73,7506,2.003775
"956",4.73,4.73,4.73,4.73,0,2.003775
"957",4.73,4.73,4.73,4.73,0,2.003775
"958",4.73,4.73,4.73,4.73,0,2.003775
"959",4.8,4.85,4.8,4.85,32000,2.054611
"960",4.85,4.85,4.85,4.85,0,2.054611
"961",4.71,4.85,4.7,4.85,28600,2.054611
"962",4.82,4.82,4.82,4.82,44,2.041902
"963",4.82,4.82,4.7,4.81,42074,2.037666
"964",4.7,4.8,4.7,4.8,3942,2.03343
"965",4.8,4.81,4.65,4.81,26444,2.037666
"966",4.81,4.81,4.81,4.81,0,2.037666
"967",4.81,4.81,4.81,4.81,0,2.037666
"968",4.6,4.75,4.6,4.74,11754,2.008012
"969",4.7,4.79,4.7,4.79,13000,2.029193
"970",4.65,4.79,4.65,4.79,11600,2.029193
"971",4.83,4.83,4.82,4.82,3000,2.041902
"972",4.65,4.8,4.65,4.8,244,2.03343
"973",4.82,4.82,4.82,4.82,5010,2.041902
"974",4.7,4.82,4.7,4.82,1700,2.041902
"975",4.82,4.82,4.82,4.82,0,2.041902
"976",4.7,4.8,4.7,4.8,6369,2.03343
"977",4.7,4.79,4.6,4.79,56000,2.029193
"978",4.79,4.79,4.79,4.79,32586,2.029193
"979",4.7,4.8,4.7,4.8,34908,2.03343
"980",4.89,4.89,4.75,4.75,15137,2.012248
"981",4.74,4.89,4.74,4.89,96833,2.071556
"982",4.89,5.06,4.89,5,51682,2.118156
"983",5,5,5,5,0,2.118156
"984",5.06,5.19,4.99,5,210269,2.118156
"985",4.7,4.95,4.7,4.95,12975,2.096974
"986",4.6,4.9,4.6,4.88,19810,2.06732
"987",4.7,4.85,4.3,4.74,26545,2.008012
"988",4.69,4.7,4.6,4.6,32295,1.948703
"989",4.8,4.8,4.8,4.8,200,2.03343
"990",4.75,4.8,4.66,4.75,57300,2.012248
"991",4.75,4.8,4.65,4.8,161135,2.03343
"992",4.89,4.9,4.89,4.9,1695,2.075793
"993",4.79,4.8,4.79,4.8,4000,2.03343
"994",4.8,4.8,4.8,4.8,2000,2.03343
"995",4.8,4.8,4.8,4.8,30,2.03343
"996",4.8,4.8,4.8,4.8,0,2.03343
"997",4.8,4.8,4.8,4.8,1050,2.03343
"998",4.27,4.8,4.27,4.8,200,2.03343
"999",4.8,4.8,4.8,4.8,0,2.03343
"1000",4.59,4.8,4.59,4.8,6000,2.03343
"1001",4.8,4.8,4.8,4.8,0,2.03343
"1002",4.8,4.8,4.8,4.8,0,2.03343
"1003",4.55,4.75,4.55,4.75,200,2.012248
"1004",4.8,4.8,4.45,4.79,52637,2.029193
"1005",4.49,4.76,4.49,4.76,33432,2.016484
"1006",4.6,4.75,4.41,4.75,2100,2.012248
"1007",4.5,4.75,4.5,4.75,4200,2.012248
"1008",4.75,4.75,4.75,4.75,0,2.012248
"1009",4.75,4.75,4.75,4.75,0,2.012248
"1010",4.75,4.75,4.75,4.75,0,2.012248
"1011",4.75,4.75,4.75,4.75,0,2.012248
"1012",4.4,4.59,4.34,4.59,32829,1.944467
"1013",4.32,4.58,4.32,4.5,28800,1.90634
"1014",4.58,4.58,4.58,4.58,1396,1.940231
"1015",4.58,4.58,4.58,4.58,0,1.940231
"1016",4.58,4.58,4.58,4.58,0,1.940231
"1017",4.6,4.71,4.6,4.71,200,1.995303
"1018",4.42,4.7,4.41,4.7,4663,1.991066
"1019",4.3,4.7,4.3,4.7,60,1.991066
"1020",4.7,4.7,4.7,4.7,0,1.991066
"1021",4.69,4.7,4.69,4.7,13061,1.991066
"1022",4.69,4.7,4.65,4.65,53495,1.969885
"1023",4.65,4.65,4.65,4.65,0,1.969885
"1024",4.65,4.65,4.65,4.65,0,1.969885
"1025",4.6,4.6,4.4,4.5,1215,1.90634
"1026",4.5,4.6,4.3,4.5,30995,1.90634
"1027",4.1,4.49,4.1,4.44,35559,1.880922
"1028",4.4,4.49,4.4,4.46,6895,1.889395
"1029",4.24,4.37,4.24,4.37,5595,1.851268
